seed,scenario,level,label_amplitude,epsilon,method,alpha,kappa_x,kappa_y,scale,rmse_all,rmse_plausible,mae_plausible,r2_plausible,median_relative_error_plausible,prediction_drift_rmse,prediction_drift_p95,coefficient_drift_l2,mean_geom_weight,fraction_geom_clipped,mean_resid_weight,fraction_resid_clipped,mean_corrupt_geom_weight,mean_corrupt_resid_weight,mean_corrupt_combined_weight,irls_iterations,delta_rmse_plausible,delta_rmse_all
1303,vertical_amplitude,4.0,,0.05,bgr,0.001,4.526603196808532,2.0,0.16994263832051426,0.2711701844537193,0.2711701844537193,0.18467748014207822,0.7157531515150721,0.13674282559497142,0.021217674779278727,0.03505108022326553,0.3808726759914108,0.9950446142646375,0.05649455892567724,0.9689650637632078,0.06228293586478351,0.9935087477325709,0.08646650366375884,0.08582321737865174,9,0.0005055157068581395,0.0005055157068581395
1303,leverage_amplitude,50.0,,0.05,ridge,0.001,4.526603196808532,2.0,0.16994263832051426,0.410335636487651,0.410335636487651,0.32355416395739733,0.3491359910052231,0.27403754077879705,0.3287783083294509,0.6320933488274783,3.291953215261496,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,0.13948821357402352,0.13948821357402352
1303,leverage_amplitude,50.0,,0.05,huber,0.001,4.526603196808532,2.0,0.16994263832051426,0.3815963684484404,0.3815963684484404,0.29547401993994227,0.43711425393443426,0.24009108204314367,0.2949298986328445,0.5628151060025957,2.945809582629928,1.0,0.0,0.9608785511178412,0.11877749479046075,1.0,0.7877850643311781,0.7877850643311781,12,0.11047900656261378,0.11047900656261378
1303,leverage_amplitude,50.0,,0.05,geometry,0.001,4.526603196808532,2.0,0.16994263832051426,0.297425008108352,0.297425008108352,0.21389135567820408,0.6580467392297429,0.1628045842514938,0.14562997807188735,0.2770512013478603,1.2596410318951397,0.9740556086669344,0.07733271590645983,1.0,0.0,0.00816619146648533,1.0,0.00816619146648533,1,0.026672700852689135,0.026672700852689135
1303,leverage_amplitude,50.0,,0.05,bgr,0.001,4.526603196808532,2.0,0.16994263832051426,0.27018238212485346,0.27018238212485346,0.18402262504192443,0.7178202541047441,0.13376879143554876,0.013426280881426932,0.024274664691736447,0.1566660994509229,0.9740556086669344,0.07733271590645983,0.977606450816126,0.05672609400324149,0.00816619146648533,0.4855664870370858,0.003975986262426077,9,-0.00048228662200772154,-0.00048228662200772154
1303,mixed_amplitude,50.0,4.0,0.05,ridge,0.001,4.526603196808532,2.0,0.16994263832051426,0.41899709111682487,0.41899709111682487,0.32707970861953434,0.3213688334786814,0.2720947856493845,0.34472547276522136,0.6767670962594581,4.447203827057843,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,0.14814966820319742,0.14814966820319742
1303,mixed_amplitude,50.0,4.0,0.05,huber,0.001,4.526603196808532,2.0,0.16994263832051426,0.3313922108705265,0.3313922108705265,0.2486695032305743,0.5754817374808743,0.19529111371699004,0.22423428499070264,0.41918817933412456,2.162460668654979,1.0,0.0,0.9646697621295658,0.0926140310257004,1.0,0.4336499848495688,0.4336499848495688,12,0.06027484898469987,0.06027484898469987
1303,mixed_amplitude,50.0,4.0,0.05,geometry,0.001,4.526603196808532,2.0,0.16994263832051426,0.29561342697445414,0.29561342697445414,0.21244209468568526,0.662199648236605,0.16242025735572907,0.14322382907980796,0.2823243399388966,1.2208913005136481,0.9740556086669344,0.07733271590645983,1.0,0.0,0.00816619146648533,1.0,0.00816619146648533,1,0.02486111971879129,0.02486111971879129
1303,mixed_amplitude,50.0,4.0,0.05,bgr,0.001,4.526603196808532,2.0,0.16994263832051426,0.26991498695336263,0.26991498695336263,0.18407664588151337,0.7183785152570181,0.13493088085252136,0.01444535703783896,0.02755428048575137,0.15659388567364368,0.9740556086669344,0.07733271590645983,0.9689863748210005,0.06089372539939801,0.00816619146648533,0.07934756243027646,0.0006487061116291014,9,-0.0007496817934985467,-0.0007496817934985467
1303,gaussian_noise,0.4,,1.0,ridge,0.001,4.526603196808532,2.0,0.16994263832051426,0.2969132166463478,0.2969132166463478,0.206986764583885,0.6592225528439954,0.15748633475943996,0.11702444426348989,0.220505278929779,2.3993471937401756,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,0.026065793732720333,0.026065793732720333
1303,gaussian_noise,0.4,,1.0,huber,0.001,4.526603196808532,2.0,0.16994263832051426,0.29794758386644216,0.29794758386644216,0.20699959770893792,0.6568440598015184,0.15685237770627403,0.12147940493837898,0.2330431352808393,2.4591454263417187,1.0,0.0,0.9328622919193438,0.17874507987960175,1.0,0.9328622919193438,0.9328622919193438,12,0.02683022198061552,0.02683022198061552
