rep,player,shapley_information,register_information_average,shapley_predictive,register_predictive_average
24,6,0.2304721139185694,0.23047211391856917,0.005920944882146489,0.005920944882146486
24,7,0.006745471236346622,0.0067454712363465424,0.0008391586613116833,0.000839158661311648
25,0,0.04726499352559902,0.04726499352559907,0.00016846860100825265,0.0001684686010081588
25,1,0.14408033570640352,0.14408033570640352,0.07620911947695137,0.0762091194769512
25,2,0.16533579094278292,0.1653357909427828,0.01927527921787605,0.019275279217875863
25,3,0.3532279147200764,0.3532279147200765,0.033361464103643476,0.033361464103643185
25,4,0.31856198270705766,0.3185619827070578,0.12188479086226306,0.12188479086226299
25,5,0.22391655072778344,0.22391655072778363,0.15150513323339712,0.15150513323339665
25,6,0.16605023935484625,0.16605023935484614,0.09194164399792774,0.091941643997927
25,7,0.5970283232044296,0.5970283232044297,0.38631873385465054,0.3863187338546507
26,0,0.18091123651230478,0.18091123651230478,0.08825318529817221,0.08825318529817212
26,1,0.23404758642619944,0.2340475864261991,0.14413732741682542,0.1441373274168255
26,2,0.3681068722924822,0.3681068722924823,0.026281488163974874,0.026281488163974853
26,3,0.3250236906752498,0.32502369067524933,0.020003526081252155,0.02000352608125249
26,4,0.022769278958784247,0.02276927895878408,-0.002760586517788899,-0.0027605865177887617
26,5,0.3321382424774644,0.3321382424774643,0.22544084928777156,0.22544084928777153
26,6,0.35682216725018057,0.35682216725018057,0.21539682636560573,0.21539682636560573
26,7,0.1846876019625722,0.18468760196257236,0.13359520030384647,0.1335952003038466
27,0,0.22955823989653062,0.2295582398965306,-0.005292352988410538,-0.0052923529884112775
27,1,0.19564420101352992,0.19564420101352994,0.09369909270064355,0.09369909270064167
27,2,0.05142352581481439,0.05142352581481458,0.02582097937008285,0.025820979370082535
27,3,0.43536220734176967,0.43536220734176956,0.3169086167540217,0.31690861675402165
27,4,0.24246056939075822,0.2424605693907583,0.09446403388179803,0.09446403388179833
27,5,0.36077794899237026,0.3607779489923703,0.18406494027035447,0.18406494027035414
